index,Match No,Date,Man of the match,Venue,Home Team,Away Team,Toss Winner,Toss Decision,Winner,Result,Result Margin,Super Over,Umpire 1,Umpire 2,Loser,season
483,483,2015-04-26,VR Aaron,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,10.0,N,M Erasmus,S Ravi,Delhi Daredevils,2015
484,484,2015-04-27,TA Boult,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,20.0,N,HDPK Dharmasena,CB Gaffaney,Kings XI Punjab,2015
485,485,2015-05-07,PP Chawla,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,13.0,N,AK Chaudhary,M Erasmus,Delhi Daredevils,2015
487,486,2015-04-28,DJ Bravo,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,2.0,N,RM Deshpande,VA Kulkarni,Kolkata Knight Riders,2015
488,487,2015-05-01,NM Coulter-Nile,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Delhi Daredevils,wickets,9.0,N,RK Illingworth,S Ravi,Kings XI Punjab,2015
489,488,2015-05-01,AT Rayudu,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,8.0,N,HDPK Dharmasena,CK Nandan,Rajasthan Royals,2015
490,489,2015-05-02,Mandeep Singh,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,N,JD Cloete,PG Pathak,Kolkata Knight Riders,2015
491,490,2015-05-02,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sunrisers Hyderabad,runs,22.0,N,AK Chaudhary,K Srinivasan,Chennai Super Kings,2015
492,491,2015-05-03,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,23.0,N,RK Illingworth,VA Kulkarni,Kings XI Punjab,2015
493,492,2015-05-03,AM Rahane,Brabourne Stadium,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Rajasthan Royals,runs,14.0,N,HDPK Dharmasena,CB Gaffaney,Delhi Daredevils,2015
494,493,2015-05-04,SK Raina,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,runs,24.0,N,C Shamshuddin,K Srinath,Royal Challengers Bangalore,2015
495,494,2015-05-04,UT Yadav,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,35.0,N,AK Chaudhary,M Erasmus,Sunrisers Hyderabad,2015
496,495,2015-05-05,Harbhajan Singh,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,bat,Mumbai Indians,wickets,5.0,N,HDPK Dharmasena,CB Gaffaney,Delhi Daredevils,2015
497,496,2015-05-06,CH Gayle,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore,runs,138.0,N,RK Illingworth,VA Kulkarni,Kings XI Punjab,2015
498,497,2015-05-07,EJG Morgan,Brabourne Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,runs,7.0,N,JD Cloete,C Shamshuddin,Rajasthan Royals,2015
499,498,2015-05-08,HH Pandya,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,wickets,6.0,N,CB Gaffaney,CK Nandan,Chennai Super Kings,2015
500,499,2015-05-09,AD Russell,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,1.0,N,AK Chaudhary,HDPK Dharmasena,Kings XI Punjab,2015
501,500,2015-05-09,MC Henriques,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,6.0,N,VA Kulkarni,S Ravi,Delhi Daredevils,2015
502,501,2015-05-10,AB de Villiers,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,39.0,N,JD Cloete,C Shamshuddin,Mumbai Indians,2015
503,502,2015-05-10,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,runs,12.0,N,M Erasmus,CK Nandan,Rajasthan Royals,2015
504,503,2015-05-11,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,5.0,N,AK Chaudhary,HDPK Dharmasena,Kings XI Punjab,2015
505,504,2015-05-12,Z Khan,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Delhi Daredevils,wickets,6.0,N,RK Illingworth,VA Kulkarni,Chennai Super Kings,2015
506,505,2015-05-13,AR Patel,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,runs,22.0,N,JD Cloete,C Shamshuddin,Royal Challengers Bangalore,2015
507,506,2015-05-14,HH Pandya,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,5.0,N,RK Illingworth,VA Kulkarni,Kolkata Knight Riders,2015
508,507,2015-05-15,V Kohli,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,wickets,6.0,N,AK Chaudhary,HDPK Dharmasena,Sunrisers Hyderabad,2015
509,508,2015-05-16,P Negi,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings,wickets,7.0,N,CK Nandan,C Shamshuddin,Kings XI Punjab,2015
510,509,2015-05-16,SR Watson,Brabourne Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,9.0,N,RM Deshpande,RK Illingworth,Kolkata Knight Riders,2015
512,510,2015-05-17,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,9.0,N,CB Gaffaney,K Srinath,Sunrisers Hyderabad,2015
513,511,2015-05-19,KA Pollard,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,25.0,N,HDPK Dharmasena,RK Illingworth,Chennai Super Kings,2015
514,512,2015-05-20,AB de Villiers,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,71.0,N,AK Chaudhary,C Shamshuddin,Rajasthan Royals,2015
515,513,2015-05-22,A Nehra,JSCA International Stadium Complex,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,3.0,N,AK Chaudhary,CB Gaffaney,Royal Challengers Bangalore,2015
516,514,2015-05-24,RG Sharma,Eden Gardens,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,41.0,N,HDPK Dharmasena,RK Illingworth,Chennai Super Kings,2015
517,515,2016-04-09,AM Rahane,Wankhede Stadium,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,Rising Pune Supergiants,wickets,9.0,N,HDPK Dharmasena,CK Nandan,Mumbai Indians,2016
518,516,2016-04-10,AD Russell,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,N,S Ravi,C Shamshuddin,Delhi Daredevils,2016
519,517,2016-04-11,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,5.0,N,AK Chaudhary,VA Kulkarni,Kings XI Punjab,2016
520,518,2016-04-12,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,runs,45.0,N,HDPK Dharmasena,VK Sharma,Sunrisers Hyderabad,2016
521,519,2016-04-13,RG Sharma,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,Nitin Menon,S Ravi,Kolkata Knight Riders,2016
522,520,2016-04-14,AJ Finch,Saurashtra Cricket Association Stadium,Gujarat Lions,Rising Pune Supergiants,Rising Pune Supergiants,bat,Gujarat Lions,wickets,7.0,N,VA Kulkarni,CK Nandan,Rising Pune Supergiants,2016
523,521,2016-04-15,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Delhi Daredevils,wickets,8.0,N,S Ravi,C Shamshuddin,Kings XI Punjab,2016
524,522,2016-04-16,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8.0,N,AK Chaudhary,CK Nandan,Sunrisers Hyderabad,2016
525,523,2016-04-16,AJ Finch,Wankhede Stadium,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,3.0,N,HDPK Dharmasena,VK Sharma,Mumbai Indians,2016
526,524,2016-04-17,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Rising Pune Supergiants,Rising Pune Supergiants,bat,Kings XI Punjab,wickets,6.0,N,S Ravi,C Shamshuddin,Rising Pune Supergiants,2016
527,525,2016-04-17,Q de Kock,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,7.0,N,VA Kulkarni,A Nand Kishore,Royal Challengers Bangalore,2016
528,526,2016-04-18,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7.0,N,HDPK Dharmasena,VK Sharma,Mumbai Indians,2016
529,527,2016-04-19,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,S Ravi,C Shamshuddin,Kings XI Punjab,2016
530,528,2016-04-20,RG Sharma,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,AK Chaudhary,CK Nandan,Royal Challengers Bangalore,2016
531,529,2016-04-21,B Kumar,Saurashtra Cricket Association Stadium,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,10.0,N,K Bharatan,HDPK Dharmasena,Gujarat Lions,2016
532,530,2016-04-22,AB de Villiers,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Royal Challengers Bangalore,Rising Pune Supergiants,field,Royal Challengers Bangalore,runs,13.0,N,CB Gaffaney,VK Sharma,Rising Pune Supergiants,2016
533,531,2016-04-23,SV Samson,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils,runs,10.0,N,S Ravi,C Shamshuddin,Mumbai Indians,2016
534,532,2016-04-23,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,N,AK Chaudhary,CK Nandan,Kings XI Punjab,2016
535,533,2016-04-24,V Kohli,Saurashtra Cricket Association Stadium,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Gujarat Lions,wickets,6.0,N,K Bharatan,BNJ Oxenford,Royal Challengers Bangalore,2016
536,534,2016-04-24,SA Yadav,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,2.0,N,CB Gaffaney,A Nand Kishore,Rising Pune Supergiants,2016
537,535,2016-04-25,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Kings XI Punjab,field,Mumbai Indians,runs,25.0,N,Nitin Menon,RJ Tucker,Kings XI Punjab,2016
538,536,2016-04-26,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,runs,34.0,N,AY Dandekar,CK Nandan,Sunrisers Hyderabad,2016
539,537,2016-04-27,CH Morris,Feroz Shah Kotla,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,field,Gujarat Lions,runs,1.0,N,M Erasmus,S Ravi,Delhi Daredevils,2016
540,538,2016-04-28,RG Sharma,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,Nitin Menon,RJ Tucker,Kolkata Knight Riders,2016
541,539,2016-04-29,DR Smith,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,3.0,N,CB Gaffaney,BNJ Oxenford,Rising Pune Supergiants,2016
542,540,2016-04-30,CR Brathwaite,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Daredevils,runs,27.0,N,KN Ananthapadmanabhan,M Erasmus,Kolkata Knight Riders,2016
543,541,2016-04-30,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,runs,15.0,N,AK Chaudhary,HDPK Dharmasena,Royal Challengers Bangalore,2016
544,542,2016-05-01,AR Patel,Saurashtra Cricket Association Stadium,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,Kings XI Punjab,runs,23.0,N,BNJ Oxenford,VK Sharma,Gujarat Lions,2016
545,543,2016-05-01,RG Sharma,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,N,AY Dandekar,RJ Tucker,Rising Pune Supergiants,2016
546,544,2016-05-02,AD Russell,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,N,M Erasmus,S Ravi,Royal Challengers Bangalore,2016
547,545,2016-05-03,RR Pant,Saurashtra Cricket Association Stadium,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,8.0,N,CB Gaffaney,BNJ Oxenford,Gujarat Lions,2016
548,546,2016-05-04,AD Russell,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders,runs,7.0,N,AK Chaudhary,HDPK Dharmasena,Kings XI Punjab,2016
549,547,2016-05-05,AM Rahane,Feroz Shah Kotla,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,Rising Pune Supergiants,wickets,7.0,N,C Shamshuddin,RJ Tucker,Delhi Daredevils,2016
550,548,2016-05-06,B Kumar,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,N,M Erasmus,S Ravi,Gujarat Lions,2016
551,549,2016-05-07,V Kohli,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rising Pune Supergiants,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,N,CB Gaffaney,BNJ Oxenford,Rising Pune Supergiants,2016
552,550,2016-05-07,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab,runs,9.0,N,HDPK Dharmasena,CK Nandan,Delhi Daredevils,2016
553,551,2016-05-08,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,85.0,N,S Ravi,C Shamshuddin,Mumbai Indians,2016
554,552,2016-05-08,P Kumar,Eden Gardens,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,5.0,N,M Erasmus,RJ Tucker,Kolkata Knight Riders,2016
555,553,2016-05-09,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Royal Challengers Bangalore,runs,1.0,N,AK Chaudhary,HDPK Dharmasena,Kings XI Punjab,2016
556,554,2016-05-10,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,4.0,N,CB Gaffaney,VK Sharma,Rising Pune Supergiants,2016
557,555,2016-05-11,KH Pandya,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,AY Dandekar,C Shamshuddin,Royal Challengers Bangalore,2016
558,556,2016-05-12,CH Morris,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,7.0,N,K Bharatan,M Erasmus,Sunrisers Hyderabad,2016
559,557,2016-05-13,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,wickets,7.0,N,HDPK Dharmasena,CK Nandan,Mumbai Indians,2016
560,558,2016-05-14,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Royal Challengers Bangalore,runs,144.0,N,AY Dandekar,VK Sharma,Gujarat Lions,2016
561,559,2016-05-14,YK Pathan,Eden Gardens,Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,bat,Kolkata Knight Riders,wickets,8.0,N,A Nand Kishore,BNJ Oxenford,Rising Pune Supergiants,2016
562,560,2016-05-15,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,7.0,N,KN Ananthapadmanabhan,M Erasmus,Kings XI Punjab,2016
563,561,2016-05-15,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,runs,80.0,N,Nitin Menon,CK Nandan,Delhi Daredevils,2016
564,562,2016-05-16,V Kohli,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9.0,N,CB Gaffaney,A Nand Kishore,Kolkata Knight Riders,2016
565,563,2016-05-17,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,Delhi Daredevils,Rising Pune Supergiants,field,Rising Pune Supergiants,runs,19.0,N,Nitin Menon,C Shamshuddin,Delhi Daredevils,2016
566,564,2016-05-18,V Kohli,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore,runs,82.0,N,KN Ananthapadmanabhan,M Erasmus,Kings XI Punjab,2016
567,565,2016-05-19,DR Smith,Green Park,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,Gujarat Lions,wickets,6.0,N,AK Chaudhary,CK Nandan,Kolkata Knight Riders,2016
568,566,2016-05-20,KK Nair,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,Delhi Daredevils,wickets,6.0,N,A Nand Kishore,BNJ Oxenford,Sunrisers Hyderabad,2016
569,567,2016-05-21,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,Kings XI Punjab,Kings XI Punjab,bat,Rising Pune Supergiants,wickets,4.0,N,HDPK Dharmasena,Nitin Menon,Kings XI Punjab,2016
570,568,2016-05-21,SK Raina,Green Park,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,Gujarat Lions,wickets,6.0,N,AK Chaudhary,CK Nandan,Mumbai Indians,2016
571,569,2016-05-22,YK Pathan,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,22.0,N,KN Ananthapadmanabhan,M Erasmus,Sunrisers Hyderabad,2016
572,570,2016-05-22,V Kohli,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6.0,N,A Nand Kishore,BNJ Oxenford,Delhi Daredevils,2016
573,571,2016-05-24,AB de Villiers,M Chinnaswamy Stadium,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,4.0,N,AK Chaudhary,HDPK Dharmasena,Gujarat Lions,2016
574,572,2016-05-25,MC Henriques,Feroz Shah Kotla,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,22.0,N,M Erasmus,C Shamshuddin,Kolkata Knight Riders,2016
575,573,2016-05-27,DA Warner,Feroz Shah Kotla,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,4.0,N,M Erasmus,CK Nandan,Gujarat Lions,2016
576,574,2016-05-29,BCJ Cutting,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,8.0,N,HDPK Dharmasena,BNJ Oxenford,Royal Challengers Bangalore,2016
577,575,2017-04-05,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,runs,35.0,N,AY Dandekar,NJ Llong,Royal Challengers Bangalore,2017
578,576,2017-04-06,SPD Smith,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,7.0,N,A Nand Kishore,S Ravi,Mumbai Indians,2017
579,577,2017-04-07,CA Lynn,Saurashtra Cricket Association Stadium,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,10.0,N,Nitin Menon,CK Nandan,Gujarat Lions,2017
580,578,2017-04-08,GJ Maxwell,Holkar Cricket Stadium,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,N,AK Chaudhary,C Shamshuddin,Rising Pune Supergiant,2017
581,579,2017-04-08,KM Jadhav,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,15.0,N,S Ravi,VK Sharma,Delhi Daredevils,2017
582,580,2017-04-09,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9.0,N,A Deshmukh,NJ Llong,Gujarat Lions,2017
583,581,2017-04-09,N Rana,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,4.0,N,Nitin Menon,CK Nandan,Kolkata Knight Riders,2017
584,582,2017-04-10,AR Patel,Holkar Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,8.0,N,AK Chaudhary,C Shamshuddin,Royal Challengers Bangalore,2017
585,583,2017-04-11,SV Samson,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Delhi Daredevils,Rising Pune Supergiant,field,Delhi Daredevils,runs,97.0,N,AY Dandekar,S Ravi,Rising Pune Supergiant,2017
586,584,2017-04-12,JJ Bumrah,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,wickets,4.0,N,Nitin Menon,CK Nandan,Sunrisers Hyderabad,2017
587,585,2017-04-13,SP Narine,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,N,A Deshmukh,NJ Llong,Kings XI Punjab,2017
588,586,2017-04-14,KA Pollard,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,4.0,N,KN Ananthapadmanabhan,AK Chaudhary,Royal Challengers Bangalore,2017
589,587,2017-04-14,AJ Tye,Saurashtra Cricket Association Stadium,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,field,Gujarat Lions,wickets,7.0,N,A Nand Kishore,S Ravi,Rising Pune Supergiant,2017
590,588,2017-04-15,RV Uthappa,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,17.0,N,AY Dandekar,NJ Llong,Sunrisers Hyderabad,2017
591,589,2017-04-15,CJ Anderson,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Delhi Daredevils,runs,51.0,N,YC Barde,Nitin Menon,Kings XI Punjab,2017
592,590,2017-04-16,N Rana,Wankhede Stadium,Mumbai Indians,Gujarat Lions,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,A Nand Kishore,S Ravi,Gujarat Lions,2017
593,591,2017-04-16,BA Stokes,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,Rising Pune Supergiant,runs,27.0,N,KN Ananthapadmanabhan,C Shamshuddin,Royal Challengers Bangalore,2017
594,592,2017-04-17,NM Coulter-Nile,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,wickets,4.0,N,Nitin Menon,CK Nandan,Delhi Daredevils,2017
595,593,2017-04-17,B Kumar,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad,runs,5.0,N,AY Dandekar,A Deshmukh,Kings XI Punjab,2017
596,594,2017-04-18,CH Gayle,Saurashtra Cricket Association Stadium,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,Royal Challengers Bangalore,runs,21.0,N,S Ravi,VK Sharma,Gujarat Lions,2017
597,595,2017-04-19,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,15.0,N,CB Gaffaney,NJ Llong,Delhi Daredevils,2017
598,596,2017-04-20,JC Buttler,Holkar Cricket Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,N,M Erasmus,C Shamshuddin,Kings XI Punjab,2017
